"prov","kabkot","kecamatan","code_prov","code_kab","code_kec","KPwDN","KPwDN_Code"
"RIAU","KAB. PELALAWAN","KERUMUTAN",14,4,41,"KPwDN Riau",34
"RIAU","KAB. PELALAWAN","KUALA KAMPAR",14,4,40,"KPwDN Riau",34
"RIAU","KAB. PELALAWAN","PELALAWAN",14,4,31,"KPwDN Riau",34
"RIAU","KAB. PELALAWAN","PANGKALAN KERINCI",14,4,11,"KPwDN Riau",34
"RIAU","KAB. PELALAWAN","PANGKALAN KURAS",14,4,20,"KPwDN Riau",34
"RIAU","KAB. PELALAWAN","PANGKALAN LESUNG",14,4,22,"KPwDN Riau",34
"RIAU","KAB. PELALAWAN","BANDAR PETALANGAN",14,4,32,"KPwDN Riau",34
"RIAU","KAB. PELALAWAN","TELUK MERANTI",14,4,42,"KPwDN Riau",34
"RIAU","KAB. PELALAWAN","UKUI",14,4,21,"KPwDN Riau",34
"RIAU","KAB. SIAK","KANDIS",14,5,12,"KPwDN Riau",34
"RIAU","KAB. SIAK","LUBUK DALAM",14,5,24,"KPwDN Riau",34
"RIAU","KAB. SIAK","MEMPURA",14,5,26,"KPwDN Riau",34
"RIAU","KAB. SIAK","KERINCI KANAN",14,5,21,"KPwDN Riau",34
"RIAU","KAB. SIAK","KOTO GASIB",14,5,25,"KPwDN Riau",34
"RIAU","KAB. SIAK","SABAK AUH",14,5,32,"KPwDN Riau",34
"RIAU","KAB. SIAK","SIAK",14,5,20,"KPwDN Riau",34
"RIAU","KAB. SIAK","MINAS",14,5,10,"KPwDN Riau",34
"RIAU","KAB. SIAK","PUSAKO",14,5,33,"KPwDN Riau",34
"RIAU","KAB. SIAK","BUNGA RAYA",14,5,31,"KPwDN Riau",34
"RIAU","KAB. SIAK","DAYUN",14,5,23,"KPwDN Riau",34
"RIAU","KAB. SIAK","TUALANG",14,5,22,"KPwDN Riau",34
"RIAU","KAB. SIAK","SUNGAI APIT",14,5,30,"KPwDN Riau",34
"RIAU","KAB. SIAK","SUNGAI MANDAU",14,5,11,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","BANGKINANG KOTA",14,6,50,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","GUNUNG SAHILAN",14,6,13,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","KAMPAR KIRI",14,6,10,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","KAMPAR KIRI HILIR",14,6,12,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","KAMPA",14,6,61,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","KAMPAR",14,6,60,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","KAMPAR UTARA",14,6,63,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","KOTO KAMPAR HULU",14,6,21,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","KAMPAR KIRI HULU",14,6,11,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","KAMPAR KIRI TENGAH",14,6,14,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","BANGKINANG",14,6,51,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","SALO",14,6,31,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","SIAK HULU",14,6,80,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","TAMBANG",14,6,70,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","TAPUNG",14,6,40,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","TAPUNG HILIR",14,6,42,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","TAPUNG HULU",14,6,41,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","XIII KOTO KAMPAR",14,6,20,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","PERHENTIAN RAJA",14,6,81,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","RUMBIO JAYA",14,6,62,"KPwDN Riau",34
"RIAU","KAB. KAMPAR","KUOK",14,6,30,"KPwDN Riau",34
"RIAU","KAB. ROKAN HULU","KABUN",14,7,21,"KPwDN Riau",34
"RIAU","KAB. ROKAN HULU","BANGUN PURBA",14,7,42,"KPwDN Riau",34
"RIAU","KAB. ROKAN HULU","BONAI DARUSSALAM",14,7,72,"KPwDN Riau",34
"RIAU","KAB. ROKAN HULU","PAGARAN TAPAH DARUSSALAM",14,7,71,"KPwDN Riau",34
"RIAU","KAB. ROKAN HULU","PENDALIAN IV KOTO",14,7,11,"KPwDN Riau",34
"RIAU","KAB. ROKAN HULU","RAMBAH",14,7,40,"KPwDN Riau",34
"RIAU","KAB. ROKAN HULU","RAMBAH HILIR",14,7,41,"KPwDN Riau",34
"RIAU","KAB. ROKAN HULU","RAMBAH SAMO",14,7,30,"KPwDN Riau",34
"RIAU","KAB. ROKAN HULU","ROKAN IV KOTO",14,7,10,"KPwDN Riau",34
"RIAU","KAB. ROKAN HULU","TAMBUSAI",14,7,50,"KPwDN Riau",34
"RIAU","KAB. ROKAN HULU","TAMBUSAI UTARA",14,7,51,"KPwDN Riau",34
"RIAU","KAB. ROKAN HULU","TANDUN",14,7,20,"KPwDN Riau",34
"RIAU","KAB. ROKAN HULU","UJUNG BATU",14,7,22,"KPwDN Riau",34
"RIAU","KAB. ROKAN HULU","KEPENUHAN",14,7,60,"KPwDN Riau",34
"RIAU","KAB. ROKAN HULU","KEPENUHAN HULU",14,7,61,"KPwDN Riau",34
"RIAU","KAB. ROKAN HULU","KUNTO DARUSSALAM",14,7,70,"KPwDN Riau",34
"RIAU","KOTA PEKANBARU","BINAWIDYA",14,71,13,"KPwDN Riau",34
"RIAU","KOTA PEKANBARU","BUKIT RAYA",14,71,20,"KPwDN Riau",34
"RIAU","KOTA PEKANBARU","KULIM",14,71,23,"KPwDN Riau",34
"RIAU","KOTA PEKANBARU","RUMBAI",14,71,80,"KPwDN Riau",34
"RIAU","KOTA PEKANBARU","RUMBAI BARAT",14,71,82,"KPwDN Riau",34
"RIAU","KOTA PEKANBARU","RUMBAI TIMUR",14,71,83,"KPwDN Riau",34
"RIAU","KOTA PEKANBARU","SAIL",14,71,40,"KPwDN Riau",34
"RIAU","KOTA PEKANBARU","SENAPELAN",14,71,70,"KPwDN Riau",34
"RIAU","KOTA PEKANBARU","SUKAJADI",14,71,60,"KPwDN Riau",34
"RIAU","KOTA PEKANBARU","TENAYAN RAYA",14,71,22,"KPwDN Riau",34
"RIAU","KOTA PEKANBARU","TUAHMADANI",14,71,12,"KPwDN Riau",34
"RIAU","KOTA PEKANBARU","PAYUNG SEKAKI",14,71,11,"KPwDN Riau",34
"RIAU","KOTA PEKANBARU","PEKANBARU KOTA",14,71,50,"KPwDN Riau",34
"RIAU","KOTA PEKANBARU","LIMAPULUH",14,71,30,"KPwDN Riau",34
"RIAU","KOTA PEKANBARU","MARPOYAN DAMAI",14,71,21,"KPwDN Riau",34
"RIAU","KOTA DUMAI","BUKIT KAPUR",14,73,10,"KPwDN Riau",34
"RIAU","KOTA DUMAI","DUMAI BARAT",14,73,20,"KPwDN Riau",34
"RIAU","KOTA DUMAI","SUNGAI SEMBILAN",14,73,12,"KPwDN Riau",34
"RIAU","KOTA DUMAI","DUMAI KOTA",14,73,31,"KPwDN Riau",34
"RIAU","KOTA DUMAI","DUMAI SELATAN",14,73,21,"KPwDN Riau",34
"RIAU","KOTA DUMAI","DUMAI TIMUR",14,73,30,"KPwDN Riau",34
"RIAU","KOTA DUMAI","MEDANG KAMPAI",14,73,11,"KPwDN Riau",34
"RIAU","KAB. BENGKALIS","BUKIT BATU",14,8,20,"KPwDN Riau",34
"RIAU","KAB. BENGKALIS","MANDAU",14,8,10,"KPwDN Riau",34
"RIAU","KAB. BENGKALIS","PINGGIR",14,8,11,"KPwDN Riau",34
"RIAU","KAB. BENGKALIS","RUPAT",14,8,30,"KPwDN Riau",34
"RIAU","KAB. BENGKALIS","RUPAT UTARA",14,8,31,"KPwDN Riau",34
"RIAU","KAB. BENGKALIS","SIAK KECIL",14,8,21,"KPwDN Riau",34
"RIAU","KAB. BENGKALIS","TALANG MUANDAU",14,8,13,"KPwDN Riau",34
"RIAU","KAB. BENGKALIS","BANDAR LAKSAMANA",14,8,22,"KPwDN Riau",34
"RIAU","KAB. BENGKALIS","BANTAN",14,8,50,"KPwDN Riau",34
"RIAU","KAB. BENGKALIS","BATHIN SOLAPAN",14,8,12,"KPwDN Riau",34
"RIAU","KAB. BENGKALIS","BENGKALIS",14,8,40,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","BAGAN SINEMBAH",14,9,20,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","BAGAN SINEMBAH RAYA",14,9,22,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","BALAI JAYA",14,9,23,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","BANGKO",14,9,40,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","PASIR LIMAU KAPAS",14,9,31,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","PEKAITAN",14,9,43,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","PUJUD",14,9,11,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","RANTAU KOPAR",14,9,13,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","RIMBA MELINTANG",14,9,50,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","SIMPANG KANAN",14,9,21,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","SINABOI",14,9,41,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","TANAH PUTIH",14,9,10,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","TANAH PUTIH TANJUNG MELAWAN",14,9,12,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","BANGKO PUSAKO",14,9,51,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","BATU HAMPAR",14,9,42,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","KUBU",14,9,30,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","KUBU BABUSSALAM",14,9,32,"KPwDN Riau",34
"RIAU","KAB. ROKAN HILIR","TANJUNG MEDAN",14,9,14,"KPwDN Riau",34
"JAMBI","KAB. KERINCI","AIR HANGAT",15,1,70,"KPwDN Jambi",10
"JAMBI","KAB. KERINCI","AIR HANGAT BARAT",15,1,73,"KPwDN Jambi",10
"JAMBI","KAB. KERINCI","AIR HANGAT TIMUR",15,1,71,"KPwDN Jambi",10
"JAMBI","KAB. KERINCI","BATANG MERANGIN",15,1,20,"KPwDN Jambi",10
"JAMBI","KAB. KERINCI","BUKIT KERMAN",15,1,11,"KPwDN Jambi",10
"JAMBI","KAB. KERINCI","DANAU KERINCI",15,1,40,"KPwDN Jambi",10
"JAMBI","KAB. KERINCI","DANAU KERINCI BARAT",15,1,31,"KPwDN Jambi",10
"JAMBI","KAB. KERINCI","DEPATI VII",15,1,72,"KPwDN Jambi",10
"JAMBI","KAB. KERINCI","KAYU ARO BARAT",15,1,92,"KPwDN Jambi",10
"JAMBI","KAB. KERINCI","KELILING DANAU",15,1,30,"KPwDN Jambi",10
"JAMBI","KAB. KERINCI","SITINJAU LAUT",15,1,50,"KPwDN Jambi",10
"JAMBI","KAB. KERINCI","SIULAK",15,1,81,"KPwDN Jambi",10
"JAMBI","KAB. KERINCI","SIULAK MUKAI",15,1,82,"KPwDN Jambi",10
"JAMBI","KAB. KERINCI","TANAH COGOK",15,1,41,"KPwDN Jambi",10
"JAMBI","KAB. KERINCI","GUNUNG RAYA",15,1,10,"KPwDN Jambi",10
"JAMBI","KAB. KERINCI","GUNUNG TUJUH",15,1,91,"KPwDN Jambi",10
"JAMBI","KAB. KERINCI","KAYU ARO",15,1,90,"KPwDN Jambi",10
"JAMBI","KAB. KERINCI","GUNUNG KERINCI",15,1,80,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","BANGKO",15,2,40,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","BANGKO BARAT",15,2,41,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","BATANG MASUMAI",15,2,43,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","MARGO TABIR",15,2,66,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","MUARA SIAU",15,2,20,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","NALO TANTAN",15,2,42,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","PAMENANG",15,2,30,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","PAMENANG BARAT",15,2,31,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","PAMENANG SELATAN",15,2,33,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","PANGKALAN JAMBU",15,2,52,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","RENAH PAMENANG",15,2,32,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","RENAH PEMBARAP",15,2,51,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","SUNGAI MANAU",15,2,50,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","TABIR",15,2,60,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","TABIR BARAT",15,2,67,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","TABIR ILIR",15,2,63,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","TABIR LINTAS",15,2,65,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","TABIR SELATAN",15,2,62,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","TABIR TIMUR",15,2,64,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","TABIR ULU",15,2,61,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","TIANG PUMPUNG",15,2,22,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","LEMBAH MASURAI",15,2,21,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","JANGKAT",15,2,10,"KPwDN Jambi",10
"JAMBI","KAB. MERANGIN","JANGKAT TIMUR",15,2,11,"KPwDN Jambi",10
"JAMBI","KAB. SAROLANGUN","BATANG ASAI",15,3,10,"KPwDN Jambi",10
"JAMBI","KAB. SAROLANGUN","AIR HITAM",15,3,51,"KPwDN Jambi",10
"JAMBI","KAB. SAROLANGUN","MANDIANGIN",15,3,60,"KPwDN Jambi",10
"JAMBI","KAB. SAROLANGUN","BATHIN VIII",15,3,41,"KPwDN Jambi",10
"JAMBI","KAB. SAROLANGUN","CERMIN NAN GEDANG",15,3,21,"KPwDN Jambi",10
"JAMBI","KAB. SAROLANGUN","LIMUN",15,3,20,"KPwDN Jambi",10
"JAMBI","KAB. SAROLANGUN","SAROLANGUN",15,3,40,"KPwDN Jambi",10
"JAMBI","KAB. SAROLANGUN","SINGKUT",15,3,31,"KPwDN Jambi",10
"JAMBI","KAB. SAROLANGUN","MANDIANGIN TIMUR",15,3,61,"KPwDN Jambi",10
"JAMBI","KAB. SAROLANGUN","PAUH",15,3,50,"KPwDN Jambi",10
"JAMBI","KAB. SAROLANGUN","PELAWAN",15,3,30,"KPwDN Jambi",10
"JAMBI","KAB. BATANGHARI","MARO SEBO ULU",15,4,11,"KPwDN Jambi",10
"JAMBI","KAB. BATANGHARI","BAJUBANG",15,4,41,"KPwDN Jambi",10
"JAMBI","KAB. BATANGHARI","BATIN XXIV",15,4,20,"KPwDN Jambi",10
"JAMBI","KAB. BATANGHARI","MARO SEBO ILIR",15,4,42,"KPwDN Jambi",10
"JAMBI","KAB. BATANGHARI","PEMAYUNG",15,4,50,"KPwDN Jambi",10
"JAMBI","KAB. BATANGHARI","MERSAM",15,4,10,"KPwDN Jambi",10
"JAMBI","KAB. BATANGHARI","MUARA BULIAN",15,4,40,"KPwDN Jambi",10
"JAMBI","KAB. BATANGHARI","MUARA TEMBESI",15,4,30,"KPwDN Jambi",10
"JAMBI","KAB. MUARO JAMBI","KUMPEH ULU",15,5,20,"KPwDN Jambi",10
"JAMBI","KAB. MUARO JAMBI","MARO SEBO",15,5,40,"KPwDN Jambi",10
"JAMBI","KAB. MUARO JAMBI","MESTONG",15,5,10,"KPwDN Jambi",10
"JAMBI","KAB. MUARO JAMBI","SEKERNAN",15,5,60,"KPwDN Jambi",10
"JAMBI","KAB. MUARO JAMBI","SUNGAI BAHAR",15,5,11,"KPwDN Jambi",10
"JAMBI","KAB. MUARO JAMBI","SUNGAI GELAM",15,5,21,"KPwDN Jambi",10
"JAMBI","KAB. MUARO JAMBI","TAMAN RAJO",15,5,41,"KPwDN Jambi",10
"JAMBI","KAB. MUARO JAMBI","BAHAR SELATAN",15,5,12,"KPwDN Jambi",10
"JAMBI","KAB. MUARO JAMBI","BAHAR UTARA",15,5,13,"KPwDN Jambi",10
"JAMBI","KAB. MUARO JAMBI","JAMBI LUAR KOTA",15,5,50,"KPwDN Jambi",10
"JAMBI","KAB. MUARO JAMBI","KUMPEH",15,5,30,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG TIMUR","BERBAK",15,6,41,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG TIMUR","DENDANG",15,6,20,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG TIMUR","GERAGAI",15,6,12,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG TIMUR","KUALA JAMBI",15,6,33,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG TIMUR","NIPAH PANJANG",15,6,50,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG TIMUR","RANTAU RASAU",15,6,40,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG TIMUR","SADU",15,6,60,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG TIMUR","MUARA SABAK BARAT",15,6,31,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG TIMUR","MUARA SABAK TIMUR",15,6,32,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG TIMUR","MENDAHARA",15,6,10,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG TIMUR","MENDAHARA ULU",15,6,11,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG BARAT","BATANG ASAM",15,7,12,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG BARAT","BETARA",15,7,40,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG BARAT","BRAM ITAM",15,7,31,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG BARAT","KUALA BETARA",15,7,41,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG BARAT","MERLUNG",15,7,11,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG BARAT","MUARA PAPALIK",15,7,15,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG BARAT","TEBING TINGGI",15,7,13,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG BARAT","TUNGKAL ILIR",15,7,30,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG BARAT","TUNGKAL ULU",15,7,10,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG BARAT","SEBERANG KOTA",15,7,32,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG BARAT","SENYERANG",15,7,21,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG BARAT","PENGABUAN",15,7,20,"KPwDN Jambi",10
"JAMBI","KAB. TANJUNG JABUNG BARAT","RENAH MENDALUH",15,7,14,"KPwDN Jambi",10
"JAMBI","KOTA JAMBI","ALAM BARAJO",15,71,11,"KPwDN Jambi",10
"JAMBI","KOTA JAMBI","DANAU SIPIN",15,71,51,"KPwDN Jambi",10
"JAMBI","KOTA JAMBI","DANAU TELUK",15,71,60,"KPwDN Jambi",10
"JAMBI","KOTA JAMBI","JAMBI SELATAN",15,71,20,"KPwDN Jambi",10
"JAMBI","KOTA JAMBI","PASAR JAMBI",15,71,40,"KPwDN Jambi",10
"JAMBI","KOTA JAMBI","PELAYANGAN",15,71,70,"KPwDN Jambi",10
"JAMBI","KOTA JAMBI","TELANAIPURA",15,71,50,"KPwDN Jambi",10
"JAMBI","KOTA JAMBI","KOTA BARU",15,71,10,"KPwDN Jambi",10
"JAMBI","KOTA JAMBI","PAAL MERAH",15,71,21,"KPwDN Jambi",10
"JAMBI","KOTA JAMBI","JAMBI TIMUR",15,71,80,"KPwDN Jambi",10
"JAMBI","KOTA JAMBI","JELUTUNG",15,71,30,"KPwDN Jambi",10
"JAMBI","KOTA SUNGAI PENUH","HAMPARAN RAWANG",15,72,40,"KPwDN Jambi",10
"JAMBI","KOTA SUNGAI PENUH","KOTO BARU",15,72,51,"KPwDN Jambi",10
"JAMBI","KOTA SUNGAI PENUH","KUMUN DEBAI",15,72,20,"KPwDN Jambi",10
"JAMBI","KOTA SUNGAI PENUH","PESISIR BUKIT",15,72,50,"KPwDN Jambi",10
"JAMBI","KOTA SUNGAI PENUH","PONDOK TINGGI",15,72,31,"KPwDN Jambi",10
"JAMBI","KOTA SUNGAI PENUH","SUNGAI BUNGKAL",15,72,32,"KPwDN Jambi",10
"JAMBI","KOTA SUNGAI PENUH","TANAH KAMPUNG",15,72,10,"KPwDN Jambi",10
"JAMBI","KOTA SUNGAI PENUH","SUNGAI PENUH",15,72,30,"KPwDN Jambi",10
"JAMBI","KAB. TEBO","MUARA TABIR",15,8,11,"KPwDN Jambi",10
"JAMBI","KAB. TEBO","RIMBO BUJANG",15,8,30,"KPwDN Jambi",10
"JAMBI","KAB. TEBO","RIMBO ILIR",15,8,32,"KPwDN Jambi",10
"JAMBI","KAB. TEBO","RIMBO ULU",15,8,31,"KPwDN Jambi",10
"JAMBI","KAB. TEBO","SERAI SERUMPUN",15,8,42,"KPwDN Jambi",10
"JAMBI","KAB. TEBO","SUMAY",15,8,21,"KPwDN Jambi",10
"JAMBI","KAB. TEBO","VII KOTO",15,8,41,"KPwDN Jambi",10
"JAMBI","KAB. TEBO","VII KOTO ILIR",15,8,43,"KPwDN Jambi",10
"JAMBI","KAB. TEBO","TEBO ILIR",15,8,10,"KPwDN Jambi",10
"JAMBI","KAB. TEBO","TEBO TENGAH",15,8,20,"KPwDN Jambi",10
"JAMBI","KAB. TEBO","TEBO ULU",15,8,40,"KPwDN Jambi",10
"JAMBI","KAB. TEBO","TENGAH ILIR",15,8,22,"KPwDN Jambi",10
"JAMBI","KAB. BUNGO","BATHIN II BABEKO",15,9,21,"KPwDN Jambi",10
"JAMBI","KAB. BUNGO","BATHIN II PELAYANG",15,9,52,"KPwDN Jambi",10
"JAMBI","KAB. BUNGO","BATHIN III",15,9,25,"KPwDN Jambi",10
"JAMBI","KAB. BUNGO","BATHIN III ULU",15,9,32,"KPwDN Jambi",10
"JAMBI","KAB. BUNGO","BUNGO DANI",15,9,23,"KPwDN Jambi",10
"JAMBI","KAB. BUNGO","JUJUHAN",15,9,60,"KPwDN Jambi",10
"JAMBI","KAB. BUNGO","JUJUHAN ILIR",15,9,61,"KPwDN Jambi",10
"JAMBI","KAB. BUNGO","LIMBUR LUBUK MENGKUANG",15,9,51,"KPwDN Jambi",10
"JAMBI","KAB. BUNGO","RANTAU PANDAN",15,9,30,"KPwDN Jambi",10
"JAMBI","KAB. BUNGO","RIMBO TENGAH",15,9,22,"KPwDN Jambi",10
"JAMBI","KAB. BUNGO","TANAH SEPENGGAL",15,9,40,"KPwDN Jambi",10
"JAMBI","KAB. BUNGO","TANAH SEPENGGAL LINTAS",15,9,41,"KPwDN Jambi",10
"JAMBI","KAB. BUNGO","TANAH TUMBUH",15,9,50,"KPwDN Jambi",10
"JAMBI","KAB. BUNGO","MUKO-MUKO BATHIN VII",15,9,31,"KPwDN Jambi",10
"JAMBI","KAB. BUNGO","PASAR MUARA BUNGO",15,9,24,"KPwDN Jambi",10
"JAMBI","KAB. BUNGO","PELEPAT",15,9,10,"KPwDN Jambi",10
"JAMBI","KAB. BUNGO","PELEPAT ILIR",15,9,11,"KPwDN Jambi",10
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU","BATU RAJA TIMUR",16,1,130,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU","KEDATON PENINJAUAN RAYA",16,1,93,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU","LENGKITI",16,1,52,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU","LUBUK RAJA",16,1,131,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU","MUARA JAYA",16,1,83,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU","PENGANDONAN",16,1,80,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU","LUBUK BATANG",16,1,91,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU","SEMIDANG AJI",16,1,81,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU","SINAR PENINJAUAN",16,1,92,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU","SOSOH BUAY RAYAP",16,1,70,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU","PENINJAUAN",16,1,90,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU","BATU RAJA BARAT",16,1,140,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU","ULU OGAN",16,1,82,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN ILIR","INDRALAYA",16,10,60,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN ILIR","INDRALAYA SELATAN",16,10,62,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN ILIR","INDRALAYA UTARA",16,10,61,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN ILIR","KANDIS",16,10,31,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN ILIR","LUBUK KELIAT",16,10,12,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN ILIR","MUARA KUANG",16,10,10,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN ILIR","PAYARAMAN",16,10,21,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN ILIR","PEMULUTAN",16,10,50,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN ILIR","PEMULUTAN BARAT",16,10,52,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN ILIR","SUNGAI PINANG",16,10,42,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN ILIR","TANJUNG BATU",16,10,20,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN ILIR","TANJUNG RAJA",16,10,40,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN ILIR","RANTAU ALAI",16,10,30,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN ILIR","RANTAU PANJANG",16,10,41,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN ILIR","PEMULUTAN SELATAN",16,10,51,"KPwDN Sumatera Selatan",43
"SUMATERA SELATAN","KAB. OGAN ILIR","RAMBANG KUANG",16,10,11,"KPwDN Sumatera Selatan",43
