"prov","kabkot","kecamatan","code_prov","code_kab","code_kec","KPwDN","KPwDN_Code"
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","KAMBATA MAPAMBUHANG",53,2,61,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","KAMBERA",53,2,71,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","KANATANG",53,2,81,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","KARERA",53,2,31,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","KATALA HAMU LINGU",53,2,13,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","KOTA WAINGAPU",53,2,70,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","LEWA",53,2,10,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","LEWA TIDAHU",53,2,12,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","MAHU",53,2,34,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","MATAWAI LA PAWU",53,2,32,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","NGADU NGALA",53,2,35,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","NGGAHA ORIANGU",53,2,11,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","PABERIWAI",53,2,30,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","PAHUNGA LODU",53,2,40,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","PANDAWAI",53,2,60,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","PINUPAHAR",53,2,21,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","RINDI",53,2,51,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","TABUNDUNG",53,2,20,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","UMALULU",53,2,52,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SUMBA TIMUR","WULA WAIJELU",53,2,41,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SABU RAIJUA","HAWU MEHARA",53,20,20,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SABU RAIJUA","RAIJUA",53,20,10,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SABU RAIJUA","SABU BARAT",53,20,40,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SABU RAIJUA","SABU LIAE",53,20,30,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SABU RAIJUA","SABU TENGAH",53,20,50,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. SABU RAIJUA","SABU TIMUR",53,20,60,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. MALAKA","BOTIN LEOBELE",53,21,80,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. MALAKA","IO KUFEU",53,21,50,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. MALAKA","KOBALIMA",53,21,110,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. MALAKA","KOBALIMA TIMUR",53,21,120,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. MALAKA","LAEN MANEN",53,21,90,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. MALAKA","MALAKA BARAT",53,21,20,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. MALAKA","MALAKA TENGAH",53,21,70,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. MALAKA","MALAKA TIMUR",53,21,100,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. MALAKA","RINHAT",53,21,40,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. MALAKA","SASITA MEAN",53,21,60,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. MALAKA","WELIMAN",53,21,30,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. MALAKA","WEWIKU",53,21,10,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","AMABI OEFETO",53,3,142,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","AMABI OEFETO TIMUR",53,3,141,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","AMARASI",53,3,130,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","AMARASI BARAT",53,3,131,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","AMARASI SELATAN",53,3,132,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","AMARASI TIMUR",53,3,133,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","AMFOANG BARAT DAYA",53,3,181,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","AMFOANG BARAT LAUT",53,3,191,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","AMFOANG SELATAN",53,3,180,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","AMFOANG TENGAH",53,3,182,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","AMFOANG TIMUR",53,3,192,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","AMFOANG UTARA",53,3,190,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","FATULEU",53,3,160,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","FATULEU BARAT",53,3,162,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","FATULEU TENGAH",53,3,161,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","KUPANG BARAT",53,3,110,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","KUPANG TENGAH",53,3,120,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","KUPANG TIMUR",53,3,140,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","NEKAMESE",53,3,111,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","SEMAU",53,3,100,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","SEMAU SELATAN",53,3,101,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","SULAMU",53,3,150,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","TAEBENU",53,3,121,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. KUPANG","TAKARI",53,3,170,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","AMANATUN SELATAN",53,4,100,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","AMANATUN UTARA",53,4,110,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","AMANUBAN BARAT",53,4,40,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","AMANUBAN SELATAN",53,4,50,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","AMANUBAN TENGAH",53,4,70,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","AMANUBAN TIMUR",53,4,80,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","BATU PUTIH",53,4,41,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","BOKING",53,4,101,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","FATUKOPA",53,4,82,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","FATUMNASI",53,4,11,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","FAUTMOLO",53,4,81,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","KIE",53,4,90,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","KOKBAUN",53,4,112,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","KOLBANO",53,4,71,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","KOT'OLIN",53,4,91,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","KOTA SOE",53,4,30,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","KUALIN",53,4,61,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","KUAN FATU",53,4,60,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","KUATNANA",53,4,42,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","MOLLO BARAT",53,4,22,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","MOLLO SELATAN",53,4,20,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","MOLLO TENGAH",53,4,23,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","MOLLO UTARA",53,4,10,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","NOEBANA",53,4,103,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","NOEBEBA",53,4,51,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","NUNBENA",53,4,13,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","NUNKOLO",53,4,102,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","OENINO",53,4,72,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","POLEN",53,4,21,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","SANTIAN",53,4,104,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","TOBU",53,4,12,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB TIMOR TENGAH SELATAN","TOIANAS",53,4,111,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIBOKI ANLEU",53,5,61,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIBOKI FEOTLEU",53,5,62,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIBOKI MOENLEU",53,5,52,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIBOKI SELATAN",53,5,50,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIBOKI TANPAH",53,5,51,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIBOKI UTARA",53,5,60,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIKOMI NILULAT",53,5,24,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIKOMI SELATAN",53,5,22,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIKOMI TENGAH",53,5,23,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","BIKOMI UTARA",53,5,25,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","INSANA",53,5,40,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","INSANA BARAT",53,5,42,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","INSANA FAFINESU",53,5,44,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","INSANA TENGAH",53,5,43,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","INSANA UTARA",53,5,41,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","KOTA KEFAMENANU",53,5,30,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","MIOMAFFO BARAT",53,5,10,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","MIOMAFFO TENGAH",53,5,11,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","MIOMAFFO TIMUR",53,5,20,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","MUSI",53,5,12,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","MUTIS",53,5,13,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","NAIBENU",53,5,26,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","NOEMUTI",53,5,21,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. TIMOR TENGAH UTARA","NOEMUTI TIMUR",53,5,27,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. BELU","ATAMBUA",53,6,60,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. BELU","ATAMBUA BARAT",53,6,61,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. BELU","ATAMBUA SELATAN",53,6,62,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. BELU","KAKULUK MESAK",53,6,51,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. BELU","LAMAKNEN",53,6,80,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. BELU","LAMAKNEN SELATAN",53,6,81,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. BELU","LASIOLAT",53,6,72,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. BELU","NANAET DUABESI",53,6,52,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. BELU","RAI MANUK",53,6,32,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. BELU","RAIHAT",53,6,71,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. BELU","TASIFETO BARAT",53,6,50,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. BELU","TASIFETO TIMUR",53,6,70,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","ABAD SELATAN",53,7,22,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","ALOR BARAT DAYA",53,7,20,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","ALOR BARAT LAUT",53,7,60,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","ALOR SELATAN",53,7,30,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","ALOR TENGAH UTARA",53,7,61,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","ALOR TIMUR",53,7,40,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","ALOR TIMUR LAUT",53,7,41,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","KABOLA",53,7,51,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","LEMBUR",53,7,63,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","MATARU",53,7,21,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","PANTAR",53,7,10,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","PANTAR BARAT",53,7,11,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","PANTAR BARAT LAUT",53,7,13,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","PANTAR TENGAH",53,7,14,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","PANTAR TIMUR",53,7,12,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","PULAU PURA",53,7,62,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","PUREMAN",53,7,42,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. ALOR","TELUK MUTIARA",53,7,50,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KOTA KUPANG","ALAK",53,71,10,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KOTA KUPANG","KELAPA LIMA",53,71,40,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KOTA KUPANG","KOTA LAMA",53,71,41,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KOTA KUPANG","KOTA RAJA",53,71,31,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KOTA KUPANG","MAULAFA",53,71,20,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KOTA KUPANG","OEBOBO",53,71,30,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. LEMBATA","ATADEI",53,8,20,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. LEMBATA","BUYASARI",53,8,70,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. LEMBATA","ILE APE",53,8,30,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. LEMBATA","ILE APE TIMUR",53,8,31,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. LEMBATA","LEBATUKAN",53,8,40,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. LEMBATA","NAGAWUTUNG",53,8,10,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. LEMBATA","NUBATUKAN",53,8,50,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. LEMBATA","OMESURI",53,8,60,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. LEMBATA","WULANDONI",53,8,11,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","ADONARA",53,9,74,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","ADONARA BARAT",53,9,60,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","ADONARA TENGAH",53,9,62,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","ADONARA TIMUR",53,9,70,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","DEMON PAGONG",53,9,32,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","ILE BOLENG",53,9,71,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","ILE MANDIRI",53,9,31,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","ILEBURA",53,9,12,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","KELUBAGOLIT",53,9,73,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","LARANTUKA",53,9,30,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","LEWO LEMA",53,9,21,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","SOLOR BARAT",53,9,40,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","SOLOR SELATAN",53,9,41,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","SOLOR TIMUR",53,9,50,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","TANJUNG BUNGA",53,9,20,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","TITEHENA",53,9,11,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","WITIHAMA",53,9,72,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","WOTAN ULU MADO",53,9,61,"KPwDN NTT",29
"NUSA TENGGARA TIMUR","KAB. FLORES TIMUR","WULANGGITANG",53,9,10,"KPwDN NTT",29
"KALIMANTAN BARAT","KAB. SAMBAS","GALING",61,1,61,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","JAWAI",61,1,50,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","JAWAI SELATAN",61,1,51,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","PALOH",61,1,90,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","PEMANGKAT",61,1,20,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","SAJAD",61,1,43,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","SAJINGAN BESAR",61,1,80,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","SALATIGA",61,1,22,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","SAMBAS",61,1,40,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","SEBAWI",61,1,42,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","SEJANGKUNG",61,1,70,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","SELAKAU",61,1,10,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","SELAKAU TIMUR",61,1,11,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","SEMPARUK",61,1,21,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","SUBAH",61,1,41,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","TANGARAN",61,1,62,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","TEBAS",61,1,30,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","TEKARANG",61,1,31,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. SAMBAS","TELUK KERAMAT",61,1,60,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. MELAWI","BELIMBING",61,10,40,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. MELAWI","BELIMBING HULU",61,10,41,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. MELAWI","ELLA HILIR",61,10,60,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. MELAWI","MENUKUNG",61,10,70,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. MELAWI","NANGA PINOH",61,10,50,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. MELAWI","PINOH SELATAN",61,10,51,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. MELAWI","PINOH UTARA",61,10,52,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. MELAWI","SAYAN",61,10,30,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. MELAWI","SOKAN",61,10,10,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. MELAWI","TANAH PINOH",61,10,20,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. MELAWI","TANAH PINOH BARAT",61,10,21,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. KAYONG UTARA","KEPULAUAN KARIMATA",61,11,11,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. KAYONG UTARA","PULAU MAYA",61,11,10,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. KAYONG UTARA","SEPONTI",61,11,50,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. KAYONG UTARA","SIMPANG HILIR",61,11,30,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. KAYONG UTARA","SUKADANA",61,11,20,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. KAYONG UTARA","TELUK BATANG",61,11,40,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. KUBU RAYA","BATU AMPAR",61,12,10,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. KUBU RAYA","KUALA MANDOR B",61,12,90,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. KUBU RAYA","KUBU",61,12,30,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. KUBU RAYA","RASAU JAYA",61,12,60,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. KUBU RAYA","SUNGAI AMBAWANG",61,12,80,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. KUBU RAYA","SUNGAI KAKAP",61,12,50,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. KUBU RAYA","SUNGAI RAYA",61,12,70,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. KUBU RAYA","TELUK PAKEDAI",61,12,40,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. KUBU RAYA","TERENTANG",61,12,20,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. BENGKAYANG","BENGKAYANG",61,2,40,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. BENGKAYANG","CAPKALA",61,2,11,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. BENGKAYANG","JAGOI BABANG",61,2,80,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. BENGKAYANG","LEDO",61,2,50,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. BENGKAYANG","LEMBAH BAWANG",61,2,32,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. BENGKAYANG","LUMAR",61,2,52,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. BENGKAYANG","MONTERADO",61,2,31,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. BENGKAYANG","SAMALANTAN",61,2,30,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. BENGKAYANG","SANGGAU LEDO",61,2,60,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. BENGKAYANG","SELUAS",61,2,70,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. BENGKAYANG","SIDING",61,2,81,"KPwDN Kalimantan Barat",15
"KALIMANTAN BARAT","KAB. BENGKAYANG","SUNGAI BETUNG",61,2,42,"KPwDN Kalimantan Barat",15
