"prov","kabkot","kecamatan","code_prov","code_kab","code_kec"
"SUMATERA SELATAN","KAB. OGAN KOMERING ILIR","LEMPUING","16","02","010"
"SUMATERA SELATAN","KAB. OGAN KOMERING ILIR","LEMPUING JAYA","16","02","011"
"SUMATERA SELATAN","KAB. OGAN KOMERING ILIR","MESUJI","16","02","020"
"SUMATERA SELATAN","KAB. OGAN KOMERING ILIR","MESUJI MAKMUR","16","02","022"
"SUMATERA SELATAN","KAB. OGAN KOMERING ILIR","MESUJI RAYA","16","02","023"
"SUMATERA SELATAN","KAB. OGAN KOMERING ILIR","PAMPANGAN","16","02","130"
"SUMATERA SELATAN","KAB. OGAN KOMERING ILIR","PANGKALAN LAPAM","16","02","131"
"SUMATERA SELATAN","KAB. OGAN KOMERING ILIR","PEDAMARAN","16","02","040"
"SUMATERA SELATAN","KAB. OGAN KOMERING ILIR","PEDAMARAN TIMUR","16","02","041"
"SUMATERA SELATAN","KAB. OGAN KOMERING ILIR","SIRAH PULAU PADANG","16","02","120"
"SUMATERA SELATAN","KAB. OGAN KOMERING ILIR","SUNGAI MENANG","16","02","021"
"SUMATERA SELATAN","KAB. OGAN KOMERING ILIR","TANJUNG LUBUK","16","02","050"
"SUMATERA SELATAN","KAB. OGAN KOMERING ILIR","TELUK GELAM","16","02","051"
"SUMATERA SELATAN","KAB. OGAN KOMERING ILIR","TULUNG SELAPAN","16","02","030"
"SUMATERA SELATAN","KAB. MUARA ENIM","BELIDA DARAT","16","03","095"
"SUMATERA SELATAN","KAB. MUARA ENIM","BELIMBING","16","03","062"
"SUMATERA SELATAN","KAB. MUARA ENIM","BENAKAT","16","03","061"
"SUMATERA SELATAN","KAB. MUARA ENIM","EMPAT PETULAI DANGKU","16","03","071"
"SUMATERA SELATAN","KAB. MUARA ENIM","GELUMBANG","16","03","090"
"SUMATERA SELATAN","KAB. MUARA ENIM","GUNUNG MEGANG","16","03","060"
"SUMATERA SELATAN","KAB. MUARA ENIM","KELEKAR","16","03","094"
"SUMATERA SELATAN","KAB. MUARA ENIM","LAWANG KIDUL","16","03","040"
"SUMATERA SELATAN","KAB. MUARA ENIM","LEMBAK","16","03","091"
"SUMATERA SELATAN","KAB. MUARA ENIM","LUBAI","16","03","032"
"SUMATERA SELATAN","KAB. MUARA ENIM","LUBAI ULU","16","03","033"
"SUMATERA SELATAN","KAB. MUARA ENIM","MUARA BELIDA","16","03","093"
"SUMATERA SELATAN","KAB. MUARA ENIM","MUARA ENIM","16","03","050"
"SUMATERA SELATAN","KAB. MUARA ENIM","PANANG ENIM","16","03","021"
"SUMATERA SELATAN","KAB. MUARA ENIM","RAMBANG","16","03","031"
"SUMATERA SELATAN","KAB. MUARA ENIM","RAMBANG NIRU","16","03","070"
"SUMATERA SELATAN","KAB. MUARA ENIM","SEMENDO DARAT LAUT","16","03","010"
"SUMATERA SELATAN","KAB. MUARA ENIM","SEMENDO DARAT TENGAH","16","03","012"
"SUMATERA SELATAN","KAB. MUARA ENIM","SEMENDO DARAT ULU","16","03","011"
"SUMATERA SELATAN","KAB. MUARA ENIM","SUNGAI ROTAN","16","03","092"
"SUMATERA SELATAN","KAB. MUARA ENIM","TANJUNG AGUNG","16","03","020"
"SUMATERA SELATAN","KAB. MUARA ENIM","UJAN MAS","16","03","051"
"SUMATERA SELATAN","KAB. LAHAT","GUMAY TALANG","16","04","121"
"SUMATERA SELATAN","KAB. LAHAT","GUMAY ULU","16","04","052"
"SUMATERA SELATAN","KAB. LAHAT","JARAI","16","04","060"
"SUMATERA SELATAN","KAB. LAHAT","KIKIM BARAT","16","04","111"
"SUMATERA SELATAN","KAB. LAHAT","KIKIM SELATAN","16","04","113"
"SUMATERA SELATAN","KAB. LAHAT","KIKIM TENGAH","16","04","114"
"SUMATERA SELATAN","KAB. LAHAT","KIKIM TIMUR","16","04","112"
"SUMATERA SELATAN","KAB. LAHAT","KOTA AGUNG","16","04","040"
"SUMATERA SELATAN","KAB. LAHAT","LAHAT","16","04","120"
"SUMATERA SELATAN","KAB. LAHAT","LAHAT SELATAN","16","04","123"
"SUMATERA SELATAN","KAB. LAHAT","MERAPI BARAT","16","04","131"
"SUMATERA SELATAN","KAB. LAHAT","MERAPI SELATAN","16","04","133"
"SUMATERA SELATAN","KAB. LAHAT","MERAPI TIMUR","16","04","132"
"SUMATERA SELATAN","KAB. LAHAT","MUARA PAYANG","16","04","062"
"SUMATERA SELATAN","KAB. LAHAT","MULAK SEBINGKAI","16","04","043"
"SUMATERA SELATAN","KAB. LAHAT","MULAK ULU","16","04","041"
"SUMATERA SELATAN","KAB. LAHAT","PAGAR GUNUNG","16","04","051"
"SUMATERA SELATAN","KAB. LAHAT","PAJAR BULAN","16","04","061"
"SUMATERA SELATAN","KAB. LAHAT","PSEKSU","16","04","122"
"SUMATERA SELATAN","KAB. LAHAT","PULAU PINANG","16","04","050"
"SUMATERA SELATAN","KAB. LAHAT","SUKAMERINDU","16","04","063"
"SUMATERA SELATAN","KAB. LAHAT","TANJUNG SAKTI PUMI","16","04","011"
"SUMATERA SELATAN","KAB. LAHAT","TANJUNG SAKTI PUMU","16","04","012"
"SUMATERA SELATAN","KAB. LAHAT","TANJUNG TEBAT","16","04","042"
"SUMATERA SELATAN","KAB. MUSI RAWAS","BULANG TENGAH SUKU ULU","16","05","071"
"SUMATERA SELATAN","KAB. MUSI RAWAS","JAYALOKA","16","05","060"
"SUMATERA SELATAN","KAB. MUSI RAWAS","MEGANG SAKTI","16","05","090"
"SUMATERA SELATAN","KAB. MUSI RAWAS","MUARA BELITI","16","05","050"
"SUMATERA SELATAN","KAB. MUSI RAWAS","MUARA KELINGI","16","05","070"
"SUMATERA SELATAN","KAB. MUSI RAWAS","MUARA LAKITAN","16","05","080"
"SUMATERA SELATAN","KAB. MUSI RAWAS","PURWODADI","16","05","041"
"SUMATERA SELATAN","KAB. MUSI RAWAS","SELANGIT","16","05","031"
"SUMATERA SELATAN","KAB. MUSI RAWAS","SUKA KARYA","16","05","061"
"SUMATERA SELATAN","KAB. MUSI RAWAS","SUKU TENGAH LAKITAN ULU","16","05","030"
"SUMATERA SELATAN","KAB. MUSI RAWAS","SUMBER HARTA","16","05","032"
"SUMATERA SELATAN","KAB. MUSI RAWAS","TIANG PUMPUNG KEPUNGUT","16","05","051"
"SUMATERA SELATAN","KAB. MUSI RAWAS","TUAH NEGERI","16","05","072"
"SUMATERA SELATAN","KAB. MUSI RAWAS","TUGUMULYO","16","05","040"
"SUMATERA SELATAN","KAB. MUSI BANYUASIN","BABAT SUPAT","16","06","092"
"SUMATERA SELATAN","KAB. MUSI BANYUASIN","BABAT TOMAN","16","06","020"
"SUMATERA SELATAN","KAB. MUSI BANYUASIN","BATANGHARI LEKO","16","06","021"
"SUMATERA SELATAN","KAB. MUSI BANYUASIN","BAYUNG LENCIR","16","06","100"
"SUMATERA SELATAN","KAB. MUSI BANYUASIN","JIRAK JAYA","16","06","031"
"SUMATERA SELATAN","KAB. MUSI BANYUASIN","KELUANG","16","06","091"
"SUMATERA SELATAN","KAB. MUSI BANYUASIN","LAIS","16","06","041"
"SUMATERA SELATAN","KAB. MUSI BANYUASIN","LALAN","16","06","101"
"SUMATERA SELATAN","KAB. MUSI BANYUASIN","LAWANG WETAN","16","06","023"
"SUMATERA SELATAN","KAB. MUSI BANYUASIN","PLAKAT TINGGI","16","06","022"
"SUMATERA SELATAN","KAB. MUSI BANYUASIN","SANGA DESA","16","06","010"
"SUMATERA SELATAN","KAB. MUSI BANYUASIN","SEKAYU","16","06","040"
"SUMATERA SELATAN","KAB. MUSI BANYUASIN","SUNGAI KERUH","16","06","030"
"SUMATERA SELATAN","KAB. MUSI BANYUASIN","SUNGAI LILIN","16","06","090"
"SUMATERA SELATAN","KAB. MUSI BANYUASIN","TUNGKAL JAYA","16","06","102"
"SUMATERA SELATAN","KAB. BANYUASIN","AIR KUMBANG","16","07","061"
"SUMATERA SELATAN","KAB. BANYUASIN","AIR SALEK","16","07","091"
"SUMATERA SELATAN","KAB. BANYUASIN","BANYUASIN I","16","07","060"
"SUMATERA SELATAN","KAB. BANYUASIN","BANYUASIN II","16","07","100"
"SUMATERA SELATAN","KAB. BANYUASIN","BANYUASIN III","16","07","040"
"SUMATERA SELATAN","KAB. BANYUASIN","BETUNG","16","07","020"
"SUMATERA SELATAN","KAB. BANYUASIN","KARANG AGUNG ILIR","16","07","101"
"SUMATERA SELATAN","KAB. BANYUASIN","MAKARTI JAYA","16","07","090"
"SUMATERA SELATAN","KAB. BANYUASIN","MUARA PADANG","16","07","080"
"SUMATERA SELATAN","KAB. BANYUASIN","MUARA SUGIHAN","16","07","081"
"SUMATERA SELATAN","KAB. BANYUASIN","MUARA TELANG","16","07","110"
"SUMATERA SELATAN","KAB. BANYUASIN","PULAU RIMAU","16","07","030"
"SUMATERA SELATAN","KAB. BANYUASIN","RAMBUTAN","16","07","070"
"SUMATERA SELATAN","KAB. BANYUASIN","RANTAU BAYUR","16","07","010"
"SUMATERA SELATAN","KAB. BANYUASIN","SELAT PENUGUAN","16","07","032"
"SUMATERA SELATAN","KAB. BANYUASIN","SEMBAWA","16","07","041"
"SUMATERA SELATAN","KAB. BANYUASIN","SUAK TAPEH","16","07","021"
"SUMATERA SELATAN","KAB. BANYUASIN","SUMBER MARGA TELANG","16","07","111"
"SUMATERA SELATAN","KAB. BANYUASIN","TALANG KELAPA","16","07","050"
"SUMATERA SELATAN","KAB. BANYUASIN","TANJUNG LAGO","16","07","051"
"SUMATERA SELATAN","KAB. BANYUASIN","TUNGKAL ILIR","16","07","031"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","BANDING AGUNG","16","08","020"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","BUANA PEMACA","16","08","041"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","BUAY PEMACA","16","08","030"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","BUAY PEMATANG RIBU RANAU TENGAH","16","08","022"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","BUAY RAWAN","16","08","051"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","BUAY RUNJUNG","16","08","070"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","BUAY SANDANG AJI","16","08","060"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","KISAM ILIR","16","08","091"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","KISAM TINGGI","16","08","080"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","MEKAKAU ILIR","16","08","010"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","MUARADUA","16","08","050"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","MUARADUA KISAM","16","08","090"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","PULAU BERINGIN","16","08","100"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","RUNJUNG AGUNG","16","08","071"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","SIMPANG","16","08","040"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","SINDANG DANAU","16","08","101"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","SUNGAI ARE","16","08","102"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","TIGA DIHAJI","16","08","061"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU
SELATAN","WARKUK RANAU SELATAN","16","08","021"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","BELITANG","16","09","060"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","BELITANG II","16","09","080"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","BELITANG III","16","09","070"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","BELITANG JAYA","16","09","061"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","BELITANG MADANG RAYA","16","09","051"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","BELITANG MULYA","16","09","081"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","BUAY MADANG","16","09","030"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","BUAY MADANG TIMUR","16","09","031"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","BUAY PEMUKA BANGSA RAJA","16","09","032"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","BUAY PEMUKA PELIUNG","16","09","020"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","BUNGA MAYANG","16","09","011"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","CEMPAKA","16","09","100"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","JAYA PURA","16","09","012"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","MADANG SUKU I","16","09","050"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","MADANG SUKU II","16","09","040"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","MADANG SUKU III","16","09","041"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","MARTAPURA","16","09","010"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","SEMENDAWAI BARAT","16","09","101"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","SEMENDAWAI SUKU III","16","09","090"
"SUMATERA SELATAN","KAB. OGAN KOMERING ULU TIMUR","SEMENDAWAI TIMUR","16","09","091"
"SUMATERA SELATAN","KAB. OGAN ILIR","INDRALAYA","16","10","060"
"SUMATERA SELATAN","KAB. OGAN ILIR","INDRALAYA SELATAN","16","10","062"
"SUMATERA SELATAN","KAB. OGAN ILIR","INDRALAYA UTARA","16","10","061"
"SUMATERA SELATAN","KAB. OGAN ILIR","KANDIS","16","10","031"
"SUMATERA SELATAN","KAB. OGAN ILIR","LUBUK KELIAT","16","10","012"
"SUMATERA SELATAN","KAB. OGAN ILIR","MUARA KUANG","16","10","010"
"SUMATERA SELATAN","KAB. OGAN ILIR","PAYARAMAN","16","10","021"
"SUMATERA SELATAN","KAB. OGAN ILIR","PEMULUTAN","16","10","050"
"SUMATERA SELATAN","KAB. OGAN ILIR","PEMULUTAN BARAT","16","10","052"
"SUMATERA SELATAN","KAB. OGAN ILIR","PEMULUTAN SELATAN","16","10","051"
"SUMATERA SELATAN","KAB. OGAN ILIR","RAMBANG KUANG","16","10","011"
"SUMATERA SELATAN","KAB. OGAN ILIR","RANTAU ALAI","16","10","030"
"SUMATERA SELATAN","KAB. OGAN ILIR","RANTAU PANJANG","16","10","041"
"SUMATERA SELATAN","KAB. OGAN ILIR","SUNGAI PINANG","16","10","042"
"SUMATERA SELATAN","KAB. OGAN ILIR","TANJUNG BATU","16","10","020"
"SUMATERA SELATAN","KAB. OGAN ILIR","TANJUNG RAJA","16","10","040"
"SUMATERA SELATAN","KAB. EMPAT LAWANG","LINTANG KANAN","16","11","020"
"SUMATERA SELATAN","KAB. EMPAT LAWANG","MUARA PINANG","16","11","010"
"SUMATERA SELATAN","KAB. EMPAT LAWANG","PASEMAH AIR KERUH","16","11","040"
"SUMATERA SELATAN","KAB. EMPAT LAWANG","PENDOPO","16","11","030"
"SUMATERA SELATAN","KAB. EMPAT LAWANG","PENDOPO BARAT","16","11","031"
"SUMATERA SELATAN","KAB. EMPAT LAWANG","SALING","16","11","071"
"SUMATERA SELATAN","KAB. EMPAT LAWANG","SIKAP DALAM","16","11","051"
"SUMATERA SELATAN","KAB. EMPAT LAWANG","TALANG PADANG","16","11","060"
"SUMATERA SELATAN","KAB. EMPAT LAWANG","TEBING TINGGI","16","11","070"
"SUMATERA SELATAN","KAB. EMPAT LAWANG","ULU MUSI","16","11","050"
"SUMATERA SELATAN","KAB. PENUKAL ABAB LEMATANG
ILIR","ABAB","16","12","030"
"SUMATERA SELATAN","KAB. PENUKAL ABAB LEMATANG
ILIR","PENUKAL","16","12","040"
"SUMATERA SELATAN","KAB. PENUKAL ABAB LEMATANG
ILIR","PENUKAL UTARA","16","12","050"
"SUMATERA SELATAN","KAB. PENUKAL ABAB LEMATANG
ILIR","TALANG UBI","16","12","010"
"SUMATERA SELATAN","KAB. PENUKAL ABAB LEMATANG
ILIR","TANAH ABANG","16","12","020"
"SUMATERA SELATAN","KAB. MUSI RAWAS UTARA","KARANG DAPO","16","13","050"
"SUMATERA SELATAN","KAB. MUSI RAWAS UTARA","KARANG JAYA","16","13","020"
"SUMATERA SELATAN","KAB. MUSI RAWAS UTARA","NIBUNG","16","13","070"
"SUMATERA SELATAN","KAB. MUSI RAWAS UTARA","RAWAS ILIR","16","13","060"
"SUMATERA SELATAN","KAB. MUSI RAWAS UTARA","RAWAS ULU","16","13","030"
"SUMATERA SELATAN","KAB. MUSI RAWAS UTARA","RUPIT","16","13","040"
"SUMATERA SELATAN","KAB. MUSI RAWAS UTARA","ULU RAWAS","16","13","010"
"SUMATERA SELATAN","KOTA PALEMBANG","ALANG-ALANG LEBAR","16","71","081"
"SUMATERA SELATAN","KOTA PALEMBANG","BUKITKECIL","16","71","041"
"SUMATERA SELATAN","KOTA PALEMBANG","GANDUS","16","71","011"
"SUMATERA SELATAN","KOTA PALEMBANG","ILIR BARAT DUA","16","71","010"
"SUMATERA SELATAN","KOTA PALEMBANG","ILIR BARAT SATU","16","71","040"
"SUMATERA SELATAN","KOTA PALEMBANG","ILIR TIMUR DUA","16","71","060"
"SUMATERA SELATAN","KOTA PALEMBANG","ILIR TIMUR SATU","16","71","050"
"SUMATERA SELATAN","KOTA PALEMBANG","ILIR TIMUR TIGA","16","71","062"
"SUMATERA SELATAN","KOTA PALEMBANG","JAKABARING","16","71","022"
"SUMATERA SELATAN","KOTA PALEMBANG","KALIDONI","16","71","061"
"SUMATERA SELATAN","KOTA PALEMBANG","KEMUNING","16","71","051"
"SUMATERA SELATAN","KOTA PALEMBANG","KERTAPATI","16","71","021"
"SUMATERA SELATAN","KOTA PALEMBANG","PLAJU","16","71","031"
"SUMATERA SELATAN","KOTA PALEMBANG","SAKO","16","71","070"
"SUMATERA SELATAN","KOTA PALEMBANG","SEBERANG ULU DUA","16","71","030"
"SUMATERA SELATAN","KOTA PALEMBANG","SEBERANG ULU SATU","16","71","020"
"SUMATERA SELATAN","KOTA PALEMBANG","SEMATANGBORANG","16","71","071"
"SUMATERA SELATAN","KOTA PALEMBANG","SUKARAMI","16","71","080"
"SUMATERA SELATAN","KOTA PRABUMULIH","CAMBAI","16","72","040"
"SUMATERA SELATAN","KOTA PRABUMULIH","PRABUMULIH BARAT","16","72","030"
"SUMATERA SELATAN","KOTA PRABUMULIH","PRABUMULIH SELATAN","16","72","021"
"SUMATERA SELATAN","KOTA PRABUMULIH","PRABUMULIH TIMUR","16","72","020"
"SUMATERA SELATAN","KOTA PRABUMULIH","PRABUMULIH UTARA","16","72","031"
"SUMATERA SELATAN","KOTA PRABUMULIH","RAMBANG KAPAK TENGAH","16","72","010"
"SUMATERA SELATAN","KOTA PAGAR ALAM","DEMPO SELATAN","16","73","010"
"SUMATERA SELATAN","KOTA PAGAR ALAM","DEMPO TENGAH","16","73","011"
"SUMATERA SELATAN","KOTA PAGAR ALAM","DEMPO UTARA","16","73","020"
"SUMATERA SELATAN","KOTA PAGAR ALAM","PAGAR ALAM SELATAN","16","73","030"
"SUMATERA SELATAN","KOTA PAGAR ALAM","PAGAR ALAM UTARA","16","73","040"
"SUMATERA SELATAN","KOTA LUBUK LINGGAU","LUBUK LINGGAU BARAT I","16","74","011"
"SUMATERA SELATAN","KOTA LUBUK LINGGAU","LUBUK LINGGAU BARAT II","16","74","012"
"SUMATERA SELATAN","KOTA LUBUK LINGGAU","LUBUK LINGGAU SELATAN I","16","74","021"
"SUMATERA SELATAN","KOTA LUBUK LINGGAU","LUBUK LINGGAU SELATAN II","16","74","022"
"SUMATERA SELATAN","KOTA LUBUK LINGGAU","LUBUK LINGGAU TIMUR I","16","74","031"
"SUMATERA SELATAN","KOTA LUBUK LINGGAU","LUBUK LINGGAU TIMUR II","16","74","032"
"SUMATERA SELATAN","KOTA LUBUK LINGGAU","LUBUK LINGGAU UTARA I","16","74","041"
"SUMATERA SELATAN","KOTA LUBUK LINGGAU","LUBUK LINGGAU UTARA II","16","74","042"
"BENGKULU","KAB. BENGKULU SELATAN","AIR NIPIS","17","01","051"
"BENGKULU","KAB. BENGKULU SELATAN","BUNGA MAS","17","01","043"
"BENGKULU","KAB. BENGKULU SELATAN","KEDURANG","17","01","042"
"BENGKULU","KAB. BENGKULU SELATAN","KEDURANG ILIR","17","01","045"
"BENGKULU","KAB. BENGKULU SELATAN","KOTA MANNA","17","01","041"
"BENGKULU","KAB. BENGKULU SELATAN","MANNA","17","01","040"
"BENGKULU","KAB. BENGKULU SELATAN","PASAR MANNA","17","01","044"
"BENGKULU","KAB. BENGKULU SELATAN","PINO","17","01","060"
"BENGKULU","KAB. BENGKULU SELATAN","PINORAYA","17","01","061"
"BENGKULU","KAB. BENGKULU SELATAN","SEGINIM","17","01","050"
"BENGKULU","KAB. BENGKULU SELATAN","ULU MANNA","17","01","062"
"BENGKULU","KAB. REJANG LEBONG","BERMANI ULU","17","02","041"
"BENGKULU","KAB. REJANG LEBONG","BERMANI ULU RAYA","17","02","045"
"BENGKULU","KAB. REJANG LEBONG","BINDU RIANG","17","02","032"
"BENGKULU","KAB. REJANG LEBONG","CURUP","17","02","040"
"BENGKULU","KAB. REJANG LEBONG","CURUP SELATAN","17","02","043"
"BENGKULU","KAB. REJANG LEBONG","CURUP TENGAH","17","02","044"
"BENGKULU","KAB. REJANG LEBONG","CURUP TIMUR","17","02","047"
"BENGKULU","KAB. REJANG LEBONG","CURUP UTARA","17","02","046"
"BENGKULU","KAB. REJANG LEBONG","KOTA PADANG","17","02","020"
"BENGKULU","KAB. REJANG LEBONG","PADANG ULAK TANDING","17","02","030"
"BENGKULU","KAB. REJANG LEBONG","SELUPU REJANG","17","02","042"
"BENGKULU","KAB. REJANG LEBONG","SINDANG BELITI ILIR","17","02","021"
"BENGKULU","KAB. REJANG LEBONG","SINDANG BELITI ULU","17","02","033"
"BENGKULU","KAB. REJANG LEBONG","SINDANG DATARAN","17","02","034"
"BENGKULU","KAB. REJANG LEBONG","SINDANG KELINGI","17","02","031"
"BENGKULU","KAB. BENGKULU UTARA","AIR BESI","17","03","052"
"BENGKULU","KAB. BENGKULU UTARA","AIR NAPAL","17","03","051"
"BENGKULU","KAB. BENGKULU UTARA","AIR PADANG","17","03","073"
"BENGKULU","KAB. BENGKULU UTARA","ARGA MAKMUR","17","03","060"
"BENGKULU","KAB. BENGKULU UTARA","ARMA JAYA","17","03","061"
"BENGKULU","KAB. BENGKULU UTARA","BATIK NAU","17","03","071"
"BENGKULU","KAB. BENGKULU UTARA","ENGGANO","17","03","010"
"BENGKULU","KAB. BENGKULU UTARA","GIRI MULYA","17","03","072"
"BENGKULU","KAB. BENGKULU UTARA","HULU PALIK","17","03","053"
"BENGKULU","KAB. BENGKULU UTARA","KERKAP","17","03","050"
"BENGKULU","KAB. BENGKULU UTARA","KETAHUN","17","03","090"
"BENGKULU","KAB. BENGKULU UTARA","LAIS","17","03","070"
"BENGKULU","KAB. BENGKULU UTARA","MARGA SAKTI SEBELAT","17","03","101"
"BENGKULU","KAB. BENGKULU UTARA","NAPAL PUTIH","17","03","091"
"BENGKULU","KAB. BENGKULU UTARA","PADANG JAYA","17","03","080"
"BENGKULU","KAB. BENGKULU UTARA","PINANG RAYA","17","03","093"
"BENGKULU","KAB. BENGKULU UTARA","PUTRI HIJAU","17","03","100"
"BENGKULU","KAB. BENGKULU UTARA","TANJUNG AGUNG PALIK","17","03","054"
"BENGKULU","KAB. BENGKULU UTARA","ULOK KUPAI","17","03","092"
"BENGKULU","KAB. KAUR","KAUR SELATAN","17","04","030"
"BENGKULU","KAB. KAUR","KAUR TENGAH","17","04","040"
"BENGKULU","KAB. KAUR","KAUR UTARA","17","04","070"
"BENGKULU","KAB. KAUR","KELAM TENGAH","17","04","061"
"BENGKULU","KAB. KAUR","KINAL","17","04","050"
"BENGKULU","KAB. KAUR","LUAS","17","04","041"
"BENGKULU","KAB. KAUR","LUNGKANG KULE","17","04","072"
"BENGKULU","KAB. KAUR","MAJE","17","04","020"
"BENGKULU","KAB. KAUR","MUARA SAHUNG","17","04","042"
"BENGKULU","KAB. KAUR","NASAL","17","04","010"
"BENGKULU","KAB. KAUR","PADANG GUCI HILIR","17","04","071"
"BENGKULU","KAB. KAUR","PADANG GUCI HULU","17","04","073"
"BENGKULU","KAB. KAUR","SEMIDANG GUMAY","17","04","051"
"BENGKULU","KAB. KAUR","TANJUNG KEMUNING","17","04","060"
"BENGKULU","KAB. KAUR","TETAP","17","04","031"
"BENGKULU","KAB. SELUMA","AIR PERIUKAN","17","05","051"
"BENGKULU","KAB. SELUMA","ILIR TALO","17","05","031"
"BENGKULU","KAB. SELUMA","LUBUK SANDI","17","05","052"
"BENGKULU","KAB. SELUMA","SELUMA","17","05","040"
"BENGKULU","KAB. SELUMA","SELUMA BARAT","17","05","042"
"BENGKULU","KAB. SELUMA","SELUMA SELATAN","17","05","041"
"BENGKULU","KAB. SELUMA","SELUMA TIMUR","17","05","043"
"BENGKULU","KAB. SELUMA","SELUMA UTARA","17","05","044"
"BENGKULU","KAB. SELUMA","SEMIDANG ALAS","17","05","020"
"BENGKULU","KAB. SELUMA","SEMIDANG ALAS MARAS","17","05","010"
"BENGKULU","KAB. SELUMA","SUKARAJA","17","05","050"
"BENGKULU","KAB. SELUMA","TALO","17","05","030"
"BENGKULU","KAB. SELUMA","TALO KECIL","17","05","032"
"BENGKULU","KAB. SELUMA","ULU TALO","17","05","033"
"BENGKULU","KAB. MUKO MUKO","AIR DIKIT","17","06","041"
"BENGKULU","KAB. MUKO MUKO","AIR MANJUNTO","17","06","051"
"BENGKULU","KAB. MUKO MUKO","AIR RAMI","17","06","011"
"BENGKULU","KAB. MUKO MUKO","IPUH","17","06","010"
"BENGKULU","KAB. MUKO MUKO","KOTA MUKOMUKO","17","06","040"
"BENGKULU","KAB. MUKO MUKO","LUBUK PINANG","17","06","050"
"BENGKULU","KAB. MUKO MUKO","MALIN DEMAN","17","06","012"
"BENGKULU","KAB. MUKO MUKO","PENARIK","17","06","031"
"BENGKULU","KAB. MUKO MUKO","PONDOK SUGUH","17","06","020"
"BENGKULU","KAB. MUKO MUKO","SELAGAN RAYA","17","06","032"
"BENGKULU","KAB. MUKO MUKO","SUNGAI RUMBAI","17","06","021"
"BENGKULU","KAB. MUKO MUKO","TERAMANG JAYA","17","06","022"
"BENGKULU","KAB. MUKO MUKO","TERAS TERUNJAM","17","06","030"
"BENGKULU","KAB. MUKO MUKO","V KOTO","17","06","052"
"BENGKULU","KAB. MUKO MUKO","XIV KOTO","17","06","042"
"BENGKULU","KAB. LEBONG","AMEN","17","07","051"
"BENGKULU","KAB. LEBONG","BINGIN KUNING","17","07","021"
"BENGKULU","KAB. LEBONG","LEBONG ATAS","17","07","040"
"BENGKULU","KAB. LEBONG","LEBONG SAKTI","17","07","031"
"BENGKULU","KAB. LEBONG","LEBONG SELATAN","17","07","020"
"BENGKULU","KAB. LEBONG","LEBONG TENGAH","17","07","030"
"BENGKULU","KAB. LEBONG","LEBONG UTARA","17","07","050"
"BENGKULU","KAB. LEBONG","PINANG BELAPIS","17","07","053"
"BENGKULU","KAB. LEBONG","RIMBO PENGADANG","17","07","010"
"BENGKULU","KAB. LEBONG","TOPOS","17","07","011"
