"prov","kabkot","kecamatan","code_prov","code_kab","code_kec"
"ACEH","KAB. SIMEULUE","ALAFAN","11","01","051"
"ACEH","KAB. SIMEULUE","SALANG","11","01","040"
"ACEH","KAB. SIMEULUE","SIMEULUE BARAT","11","01","050"
"ACEH","KAB. SIMEULUE","SIMEULUE CUT","11","01","032"
"ACEH","KAB. SIMEULUE","SIMEULUE TENGAH","11","01","030"
"ACEH","KAB. SIMEULUE","SIMEULUE TIMUR","11","01","020"
"ACEH","KAB. SIMEULUE","TELUK DALAM","11","01","031"
"ACEH","KAB. SIMEULUE","TEUPAH BARAT","11","01","021"
"ACEH","KAB. SIMEULUE","TEUPAH SELATAN","11","01","010"
"ACEH","KAB. SIMEULUE","TEUPAH TENGAH","11","01","022"
"ACEH","KAB. ACEH SINGKIL","DANAU PARIS","11","02","032"
"ACEH","KAB. ACEH SINGKIL","GUNUNG MERIAH","11","02","031"
"ACEH","KAB. ACEH SINGKIL","KOTA BAHARU","11","02","043"
"ACEH","KAB. ACEH SINGKIL","KUALA BARU","11","02","022"
"ACEH","KAB. ACEH SINGKIL","PULAU BANYAK","11","02","010"
"ACEH","KAB. ACEH SINGKIL","PULAU BANYAK BARAT","11","02","011"
"ACEH","KAB. ACEH SINGKIL","SIMPANG KANAN","11","02","030"
"ACEH","KAB. ACEH SINGKIL","SINGKIL","11","02","020"
"ACEH","KAB. ACEH SINGKIL","SINGKIL UTARA","11","02","021"
"ACEH","KAB. ACEH SINGKIL","SINGKOHOR","11","02","042"
"ACEH","KAB. ACEH SINGKIL","SURO","11","02","033"
"ACEH","KAB. ACEH SELATAN","BAKONGAN","11","03","020"
"ACEH","KAB. ACEH SELATAN","BAKONGAN TIMUR","11","03","021"
"ACEH","KAB. ACEH SELATAN","KLUET SELATAN","11","03","030"
"ACEH","KAB. ACEH SELATAN","KLUET TENGAH","11","03","042"
"ACEH","KAB. ACEH SELATAN","KLUET TIMUR","11","03","031"
"ACEH","KAB. ACEH SELATAN","KLUET UTARA","11","03","040"
"ACEH","KAB. ACEH SELATAN","KOTA BAHAGIA","11","03","022"
"ACEH","KAB. ACEH SELATAN","LABUHAN HAJI","11","03","090"
"ACEH","KAB. ACEH SELATAN","LABUHAN HAJI BARAT","11","03","092"
"ACEH","KAB. ACEH SELATAN","LABUHAN HAJI TIMUR","11","03","091"
"ACEH","KAB. ACEH SELATAN","MEUKEK","11","03","080"
"ACEH","KAB. ACEH SELATAN","PASIE RAJA","11","03","041"
"ACEH","KAB. ACEH SELATAN","SAMA DUA","11","03","060"
"ACEH","KAB. ACEH SELATAN","SAWANG","11","03","070"
"ACEH","KAB. ACEH SELATAN","TAPAK TUAN","11","03","050"
"ACEH","KAB. ACEH SELATAN","TRUMON","11","03","010"
"ACEH","KAB. ACEH SELATAN","TRUMON TENGAH","11","03","012"
"ACEH","KAB. ACEH SELATAN","TRUMON TIMUR","11","03","011"
"ACEH","KAB. ACEH TENGGARA","BABUL MAKMUR","11","04","021"
"ACEH","KAB. ACEH TENGGARA","BABUL RAHMAH","11","04","011"
"ACEH","KAB. ACEH TENGGARA","BABUSSALAM","11","04","040"
"ACEH","KAB. ACEH TENGGARA","BADAR","11","04","050"
"ACEH","KAB. ACEH TENGGARA","BAMBEL","11","04","030"
"ACEH","KAB. ACEH TENGGARA","BUKIT TUSAM","11","04","031"
"ACEH","KAB. ACEH TENGGARA","DARUL HASANAH","11","04","051"
"ACEH","KAB. ACEH TENGGARA","DELENG POKHKISEN","11","04","053"
"ACEH","KAB. ACEH TENGGARA","KETAMBE","11","04","052"
"ACEH","KAB. ACEH TENGGARA","LAWE ALAS","11","04","010"
"ACEH","KAB. ACEH TENGGARA","LAWE BULAN","11","04","041"
"ACEH","KAB. ACEH TENGGARA","LAWE SIGALA-GALA","11","04","020"
"ACEH","KAB. ACEH TENGGARA","LAWE SUMUR","11","04","032"
"ACEH","KAB. ACEH TENGGARA","LEUSER","11","04","023"
"ACEH","KAB. ACEH TENGGARA","SEMADAM","11","04","022"
"ACEH","KAB. ACEH TENGGARA","TANOH ALAS","11","04","012"
"ACEH","KAB. ACEH TIMUR","BANDA ALAM","11","05","132"
"ACEH","KAB. ACEH TIMUR","BIREM BAYEUN","11","05","090"
"ACEH","KAB. ACEH TIMUR","DARUL AMAN","11","05","140"
"ACEH","KAB. ACEH TIMUR","DARUL FALAH","11","05","151"
"ACEH","KAB. ACEH TIMUR","DARUL IHSAN","11","05","134"
"ACEH","KAB. ACEH TIMUR","IDI RAYEUK","11","05","130"
"ACEH","KAB. ACEH TIMUR","IDI TIMUR","11","05","135"
"ACEH","KAB. ACEH TIMUR","IDI TUNONG","11","05","133"
"ACEH","KAB. ACEH TIMUR","INDRA MAKMUR","11","05","161"
"ACEH","KAB. ACEH TIMUR","JULOK","11","05","160"
"ACEH","KAB. ACEH TIMUR","MADAT","11","05","181"
"ACEH","KAB. ACEH TIMUR","NURUSSALAM","11","05","150"
"ACEH","KAB. ACEH TIMUR","PANTE BIDARI","11","05","170"
"ACEH","KAB. ACEH TIMUR","PEUDAWA","11","05","131"
"ACEH","KAB. ACEH TIMUR","PEUNARON","11","05","082"
"ACEH","KAB. ACEH TIMUR","PEUREULAK","11","05","110"
"ACEH","KAB. ACEH TIMUR","PEUREULAK BARAT","11","05","112"
"ACEH","KAB. ACEH TIMUR","PEUREULAK TIMUR","11","05","111"
"ACEH","KAB. ACEH TIMUR","RANTAU SELAMAT","11","05","100"
"ACEH","KAB. ACEH TIMUR","RANTO PEUREULAK","11","05","120"
"ACEH","KAB. ACEH TIMUR","SERBA JADI","11","05","080"
"ACEH","KAB. ACEH TIMUR","SIMPANG JERNIH","11","05","081"
"ACEH","KAB. ACEH TIMUR","SIMPANG ULIM","11","05","180"
"ACEH","KAB. ACEH TIMUR","SUNGAI RAYA","11","05","101"
"ACEH","KAB. ACEH TENGAH","ATU LINTANG","11","06","011"
"ACEH","KAB. ACEH TENGAH","BEBESEN","11","06","050"
"ACEH","KAB. ACEH TENGAH","BIES","11","06","041"
"ACEH","KAB. ACEH TENGAH","BINTANG","11","06","020"
"ACEH","KAB. ACEH TENGAH","CELALA","11","06","062"
"ACEH","KAB. ACEH TENGAH","JAGONG JEGET","11","06","012"
"ACEH","KAB. ACEH TENGAH","KEBAYAKAN","11","06","032"
"ACEH","KAB. ACEH TENGAH","KETOL","11","06","061"
"ACEH","KAB. ACEH TENGAH","KUTE PANANG","11","06","051"
"ACEH","KAB. ACEH TENGAH","LINGE","11","06","010"
"ACEH","KAB. ACEH TENGAH","LUT TAWAR","11","06","031"
"ACEH","KAB. ACEH TENGAH","PEGASING","11","06","040"
"ACEH","KAB. ACEH TENGAH","RUSIP ANTARA","11","06","063"
"ACEH","KAB. ACEH TENGAH","SILIH NARA","11","06","060"
"ACEH","KAB. ACEH BARAT","ARONGAN LAMBALEK","11","07","062"
"ACEH","KAB. ACEH BARAT","BUBON","11","07","061"
"ACEH","KAB. ACEH BARAT","JOHAN PAHLAWAN","11","07","050"
"ACEH","KAB. ACEH BARAT","KAWAY XVI","11","07","080"
"ACEH","KAB. ACEH BARAT","MEUREUBO","11","07","081"
"ACEH","KAB. ACEH BARAT","PANTE CEUREUMEN","11","07","082"
"ACEH","KAB. ACEH BARAT","PANTON REU","11","07","083"
"ACEH","KAB. ACEH BARAT","SAMATIGA","11","07","060"
"ACEH","KAB. ACEH BARAT","SUNGAI MAS","11","07","090"
"ACEH","KAB. ACEH BARAT","WOYLA","11","07","070"
"ACEH","KAB. ACEH BARAT","WOYLA BARAT","11","07","071"
"ACEH","KAB. ACEH BARAT","WOYLA TIMUR","11","07","072"
"ACEH","KAB. ACEH BESAR","BAITUSSALAM","11","08","061"
"ACEH","KAB. ACEH BESAR","BLANG BINTANG","11","08","081"
"ACEH","KAB. ACEH BESAR","DARUL IMARAH","11","08","110"
"ACEH","KAB. ACEH BESAR","DARUL KAMAL","11","08","111"
"ACEH","KAB. ACEH BESAR","DARUSSALAM","11","08","060"
"ACEH","KAB. ACEH BESAR","INDRAPURI","11","08","030"
"ACEH","KAB. ACEH BESAR","INGIN JAYA","11","08","090"
"ACEH","KAB. ACEH BESAR","KOTA JANTHO","11","08","041"
"ACEH","KAB. ACEH BESAR","KRUENG BARONA JAYA","11","08","091"
"ACEH","KAB. ACEH BESAR","KUTA BARO","11","08","070"
"ACEH","KAB. ACEH BESAR","KUTA COT GLIE","11","08","031"
"ACEH","KAB. ACEH BESAR","KUTA MALAKA","11","08","101"
"ACEH","KAB. ACEH BESAR","LEMBAH SEULAWAH","11","08","042"
"ACEH","KAB. ACEH BESAR","LEUPUNG","11","08","021"
"ACEH","KAB. ACEH BESAR","LHOKNGA","11","08","020"
"ACEH","KAB. ACEH BESAR","LHOONG","11","08","010"
"ACEH","KAB. ACEH BESAR","MESJID RAYA","11","08","050"
"ACEH","KAB. ACEH BESAR","MONTASIK","11","08","080"
"ACEH","KAB. ACEH BESAR","PEUKAN BADA","11","08","120"
"ACEH","KAB. ACEH BESAR","PULO ACEH","11","08","130"
"ACEH","KAB. ACEH BESAR","SEULIMEUM","11","08","040"
"ACEH","KAB. ACEH BESAR","SIMPANG TIGA","11","08","102"
"ACEH","KAB. ACEH BESAR","SUKA MAKMUR","11","08","100"
"ACEH","KAB. PIDIE","BATEE","11","09","220"
"ACEH","KAB. PIDIE","DELIMA","11","09","150"
"ACEH","KAB. PIDIE","GEUMPANG","11","09","010"
"ACEH","KAB. PIDIE","GLUMPANG BARO","11","09","071"
"ACEH","KAB. PIDIE","GLUMPANG TIGA","11","09","070"
"ACEH","KAB. PIDIE","GRONG GRONG","11","09","151"
"ACEH","KAB. PIDIE","INDRAJAYA","11","09","160"
"ACEH","KAB. PIDIE","KEMBANG TANJONG","11","09","180"
"ACEH","KAB. PIDIE","KEUMALA","11","09","111"
"ACEH","KAB. PIDIE","KOTA SIGLI","11","09","200"
"ACEH","KAB. PIDIE","MANE","11","09","011"
"ACEH","KAB. PIDIE","MILA","11","09","130"
"ACEH","KAB. PIDIE","MUARA TIGA","11","09","230"
"ACEH","KAB. PIDIE","MUTIARA","11","09","080"
"ACEH","KAB. PIDIE","MUTIARA TIMUR","11","09","081"
"ACEH","KAB. PIDIE","PADANG TIJI","11","09","140"
"ACEH","KAB. PIDIE","PEUKAN BARO","11","09","170"
"ACEH","KAB. PIDIE","PIDIE","11","09","210"
"ACEH","KAB. PIDIE","SAKTI","11","09","120"
"ACEH","KAB. PIDIE","SIMPANG TIGA","11","09","190"
"ACEH","KAB. PIDIE","TANGSE","11","09","100"
"ACEH","KAB. PIDIE","TIRO/TRUSEB","11","09","090"
"ACEH","KAB. PIDIE","TITEUE","11","09","112"
"ACEH","KAB. BIREUEN","GANDA PURA","11","10","100"
"ACEH","KAB. BIREUEN","JANGKA","11","10","070"
"ACEH","KAB. BIREUEN","JEUMPA","11","10","060"
"ACEH","KAB. BIREUEN","JEUNIEB","11","10","030"
"ACEH","KAB. BIREUEN","JULI","11","10","050"
"ACEH","KAB. BIREUEN","KOTA JUANG","11","10","061"
"ACEH","KAB. BIREUEN","KUALA","11","10","062"
"ACEH","KAB. BIREUEN","KUTA BLANG","11","10","101"
"ACEH","KAB. BIREUEN","MAKMUR","11","10","090"
"ACEH","KAB. BIREUEN","PANDRAH","11","10","020"
"ACEH","KAB. BIREUEN","PEUDADA","11","10","040"
"ACEH","KAB. BIREUEN","PEULIMBANG","11","10","031"
"ACEH","KAB. BIREUEN","PEUSANGAN","11","10","080"
"ACEH","KAB. BIREUEN","PEUSANGAN SELATAN","11","10","081"
"ACEH","KAB. BIREUEN","PEUSANGAN SIBLAH KRUENG","11","10","082"
"ACEH","KAB. BIREUEN","SAMALANGA","11","10","010"
"ACEH","KAB. BIREUEN","SIMPANG MAMPLAM","11","10","011"
"ACEH","KAB. ACEH UTARA","BAKTIYA","11","11","100"
"ACEH","KAB. ACEH UTARA","BAKTIYA BARAT","11","11","101"
"ACEH","KAB. ACEH UTARA","BANDA BARO","11","11","022"
"ACEH","KAB. ACEH UTARA","COT GIREK","11","11","070"
"ACEH","KAB. ACEH UTARA","DEWANTARA","11","11","170"
"ACEH","KAB. ACEH UTARA","GEUREUDONG PASE","11","11","041"
"ACEH","KAB. ACEH UTARA","KUTA MAKMUR","11","11","030"
"ACEH","KAB. ACEH UTARA","LANGKAHAN","11","11","081"
"ACEH","KAB. ACEH UTARA","LAPANG","11","11","151"
"ACEH","KAB. ACEH UTARA","LHOKSUKON","11","11","110"
"ACEH","KAB. ACEH UTARA","MATANGKULI","11","11","060"
"ACEH","KAB. ACEH UTARA","MEURAH MULIA","11","11","050"
"ACEH","KAB. ACEH UTARA","MUARA BATU","11","11","160"
"ACEH","KAB. ACEH UTARA","NIBONG","11","11","121"
"ACEH","KAB. ACEH UTARA","NISAM","11","11","020"
"ACEH","KAB. ACEH UTARA","NISAM ANTARA","11","11","021"
"ACEH","KAB. ACEH UTARA","PAYA BAKONG","11","11","061"
"ACEH","KAB. ACEH UTARA","PIRAK TIMU","11","11","062"
"ACEH","KAB. ACEH UTARA","SAMUDERA","11","11","130"
"ACEH","KAB. ACEH UTARA","SAWANG","11","11","010"
"ACEH","KAB. ACEH UTARA","SEUNUDDON","11","11","090"
"ACEH","KAB. ACEH UTARA","SIMPANG KERAMAT","11","11","031"
"ACEH","KAB. ACEH UTARA","SYAMTALIRA ARON","11","11","140"
"ACEH","KAB. ACEH UTARA","SYAMTALIRA BAYU","11","11","040"
"ACEH","KAB. ACEH UTARA","TANAH JAMBO AYE","11","11","080"
"ACEH","KAB. ACEH UTARA","TANAH LUAS","11","11","120"
"ACEH","KAB. ACEH UTARA","TANAH PASIR","11","11","150"
"ACEH","KAB. ACEH BARAT DAYA","BABAH ROT","11","12","060"
"ACEH","KAB. ACEH BARAT DAYA","BLANG PIDIE","11","12","030"
"ACEH","KAB. ACEH BARAT DAYA","JEUMPA","11","12","031"
"ACEH","KAB. ACEH BARAT DAYA","KUALA BATEE","11","12","050"
"ACEH","KAB. ACEH BARAT DAYA","LEMBAH SABIL","11","12","011"
"ACEH","KAB. ACEH BARAT DAYA","MANGGENG","11","12","010"
"ACEH","KAB. ACEH BARAT DAYA","SETIA","11","12","021"
"ACEH","KAB. ACEH BARAT DAYA","SUSOH","11","12","040"
"ACEH","KAB. ACEH BARAT DAYA","TANGAN-TANGAN","11","12","020"
"ACEH","KAB. GAYO LUES","BLANG JERANGO","11","13","011"
"ACEH","KAB. GAYO LUES","BLANG PEGAYON","11","13","023"
"ACEH","KAB. GAYO LUES","BLANGKEJEREN","11","13","020"
"ACEH","KAB. GAYO LUES","DABUN GELANG","11","13","022"
"ACEH","KAB. GAYO LUES","KUTA PANJANG","11","13","010"
"ACEH","KAB. GAYO LUES","PANTAN CUACA","11","13","041"
"ACEH","KAB. GAYO LUES","PINING","11","13","030"
"ACEH","KAB. GAYO LUES","PUTRI BETUNG","11","13","021"
"ACEH","KAB. GAYO LUES","RIKIT GAIB","11","13","040"
"ACEH","KAB. GAYO LUES","TERANGUN","11","13","050"
"ACEH","KAB. GAYO LUES","TRIPE JAYA","11","13","051"
"ACEH","KAB. ACEH TAMIANG","BANDA MULIA","11","14","061"
"ACEH","KAB. ACEH TAMIANG","BANDAR PUSAKA","11","14","011"
"ACEH","KAB. ACEH TAMIANG","BENDAHARA","11","14","060"
"ACEH","KAB. ACEH TAMIANG","KARANG BARU","11","14","070"
"ACEH","KAB. ACEH TAMIANG","KEJURUAN MUDA","11","14","020"
"ACEH","KAB. ACEH TAMIANG","KOTA KUALASIMPANG","11","14","040"
"ACEH","KAB. ACEH TAMIANG","MANYAK PAYED","11","14","080"
"ACEH","KAB. ACEH TAMIANG","RANTAU","11","14","030"
"ACEH","KAB. ACEH TAMIANG","SEKERAK","11","14","071"
"ACEH","KAB. ACEH TAMIANG","SERUWAY","11","14","050"
"ACEH","KAB. ACEH TAMIANG","TAMIANG HULU","11","14","010"
"ACEH","KAB. ACEH TAMIANG","TENGGULUN","11","14","021"
"ACEH","KAB. NAGAN RAYA","BEUTONG","11","15","030"
"ACEH","KAB. NAGAN RAYA","BEUTONG ATEUH BANGGALANG","11","15","031"
"ACEH","KAB. NAGAN RAYA","DARUL MAKMUR","11","15","010"
"ACEH","KAB. NAGAN RAYA","KUALA","11","15","020"
"ACEH","KAB. NAGAN RAYA","KUALA PESISIR","11","15","021"
"ACEH","KAB. NAGAN RAYA","SEUNAGAN","11","15","040"
"ACEH","KAB. NAGAN RAYA","SEUNAGAN TIMUR","11","15","050"
"ACEH","KAB. NAGAN RAYA","SUKA MAKMUE","11","15","041"
"ACEH","KAB. NAGAN RAYA","TADU RAYA","11","15","022"
"ACEH","KAB. NAGAN RAYA","TRIPA MAKMUR","11","15","011"
"ACEH","KAB. ACEH JAYA","DARUL HIKMAH","11","16","051"
"ACEH","KAB. ACEH JAYA","INDRA JAYA","11","16","061"
"ACEH","KAB. ACEH JAYA","JAYA","11","16","060"
"ACEH","KAB. ACEH JAYA","KRUENG SABEE","11","16","030"
"ACEH","KAB. ACEH JAYA","PANGA","11","16","020"
"ACEH","KAB. ACEH JAYA","PASIE RAYA","11","16","011"
"ACEH","KAB. ACEH JAYA","SAMPOINIET","11","16","050"
"ACEH","KAB. ACEH JAYA","SETIA BAKTI","11","16","040"
"ACEH","KAB. ACEH JAYA","TEUNOM","11","16","010"
"ACEH","KAB. BENER MERIAH","BANDAR","11","17","050"
"ACEH","KAB. BENER MERIAH","BENER KELIPAH","11","17","051"
"ACEH","KAB. BENER MERIAH","BUKIT","11","17","030"
"ACEH","KAB. BENER MERIAH","GAJAH PUTIH","11","17","011"
"ACEH","KAB. BENER MERIAH","MESIDAH","11","17","061"
"ACEH","KAB. BENER MERIAH","PERMATA","11","17","070"
"ACEH","KAB. BENER MERIAH","PINTU RIME GAYO","11","17","020"
"ACEH","KAB. BENER MERIAH","SYIAH UTAMA","11","17","060"
"ACEH","KAB. BENER MERIAH","TIMANG GAJAH","11","17","010"
"ACEH","KAB. BENER MERIAH","WIH PESAM","11","17","040"
"ACEH","KAB. PIDIE JAYA","BANDAR BARU","11","18","080"
"ACEH","KAB. PIDIE JAYA","BANDAR DUA","11","18","030"
"ACEH","KAB. PIDIE JAYA","JANGKA BUYA","11","18","040"
"ACEH","KAB. PIDIE JAYA","MEURAH DUA","11","18","020"
"ACEH","KAB. PIDIE JAYA","MEUREUDU","11","18","010"
"ACEH","KAB. PIDIE JAYA","PANTERAJA","11","18","070"
"ACEH","KAB. PIDIE JAYA","TRIENGGADENG","11","18","060"
"ACEH","KAB. PIDIE JAYA","ULIM","11","18","050"
"ACEH","KOTA BANDA ACEH","BAITURRAHMAN","11","71","020"
"ACEH","KOTA BANDA ACEH","BANDA RAYA","11","71","012"
"ACEH","KOTA BANDA ACEH","JAYA BARU","11","71","011"
"ACEH","KOTA BANDA ACEH","KUTA ALAM","11","71","030"
"ACEH","KOTA BANDA ACEH","KUTA RAJA","11","71","031"
"ACEH","KOTA BANDA ACEH","LUENG BATA","11","71","021"
"ACEH","KOTA BANDA ACEH","MEURAXA","11","71","010"
"ACEH","KOTA BANDA ACEH","SYIAH KUALA","11","71","040"
"ACEH","KOTA BANDA ACEH","ULEE KARENG","11","71","041"
"ACEH","KOTA SABANG","SUKAJAYA","11","72","010"
"ACEH","KOTA SABANG","SUKAKARYA","11","72","020"
"ACEH","KOTA SABANG","SUKAMAKMUE","11","72","011"
"ACEH","KOTA LANGSA","LANGSA BARAT","11","73","020"
"ACEH","KOTA LANGSA","LANGSA BARO","11","73","021"
"ACEH","KOTA LANGSA","LANGSA KOTA","11","73","030"
"ACEH","KOTA LANGSA","LANGSA LAMA","11","73","011"
"ACEH","KOTA LANGSA","LANGSA TIMUR","11","73","010"
"ACEH","KOTA LHOKSEUMAWE","BANDA SAKTI","11","74","030"
"ACEH","KOTA LHOKSEUMAWE","BLANG MANGAT","11","74","010"
"ACEH","KOTA LHOKSEUMAWE","MUARA DUA","11","74","020"
"ACEH","KOTA LHOKSEUMAWE","MUARA SATU","11","74","021"
"ACEH","KOTA SUBULUSSALAM","LONGKIB","11","75","050"
"ACEH","KOTA SUBULUSSALAM","PENANGGALAN","11","75","020"
"ACEH","KOTA SUBULUSSALAM","RUNDENG","11","75","030"
"ACEH","KOTA SUBULUSSALAM","SIMPANG KIRI","11","75","010"
"ACEH","KOTA SUBULUSSALAM","SULTAN DAULAT","11","75","040"
"SUMATERA UTARA","KAB. NIAS","BAWOLATO","12","01","061"
"SUMATERA UTARA","KAB. NIAS","BOTOMUZOI","12","01","132"
"SUMATERA UTARA","KAB. NIAS","GIDO","12","01","070"
"SUMATERA UTARA","KAB. NIAS","HILI SERANGKAI","12","01","131"
"SUMATERA UTARA","KAB. NIAS","HILIDUHO","12","01","130"
"SUMATERA UTARA","KAB. NIAS","IDANO GAWO","12","01","060"
"SUMATERA UTARA","KAB. NIAS","MA U","12","01","081"
"SUMATERA UTARA","KAB. NIAS","SOGAEADU","12","01","071"
"SUMATERA UTARA","KAB. NIAS","SOMOLO - MOLO","12","01","082"
"SUMATERA UTARA","KAB. NIAS","ULUGAWO","12","01","062"
"SUMATERA UTARA","KAB. MANDAILING NATAL","BATAHAN","12","02","010"
"SUMATERA UTARA","KAB. MANDAILING NATAL","BATANG NATAL","12","02","020"
"SUMATERA UTARA","KAB. MANDAILING NATAL","BUKIT MALINTANG","12","02","081"
"SUMATERA UTARA","KAB. MANDAILING NATAL","HUTA BARGOT","12","02","055"
"SUMATERA UTARA","KAB. MANDAILING NATAL","KOTANOPAN","12","02","030"
"SUMATERA UTARA","KAB. MANDAILING NATAL","LEMBAH SORIK MARAPI","12","02","033"
"SUMATERA UTARA","KAB. MANDAILING NATAL","LINGGA BAYU","12","02","021"
"SUMATERA UTARA","KAB. MANDAILING NATAL","MUARA BATANG GADIS","12","02","070"
"SUMATERA UTARA","KAB. MANDAILING NATAL","MUARA SIPONGI","12","02","040"
"SUMATERA UTARA","KAB. MANDAILING NATAL","NAGA JUANG","12","02","082"
"SUMATERA UTARA","KAB. MANDAILING NATAL","NATAL","12","02","060"
"SUMATERA UTARA","KAB. MANDAILING NATAL","PAKANTAN","12","02","041"
"SUMATERA UTARA","KAB. MANDAILING NATAL","PANYABUNGAN","12","02","050"
"SUMATERA UTARA","KAB. MANDAILING NATAL","PANYABUNGAN BARAT","12","02","052"
"SUMATERA UTARA","KAB. MANDAILING NATAL","PANYABUNGAN SELATAN","12","02","051"
"SUMATERA UTARA","KAB. MANDAILING NATAL","PANYABUNGAN TIMUR","12","02","054"
"SUMATERA UTARA","KAB. MANDAILING NATAL","PANYABUNGAN UTARA","12","02","053"
"SUMATERA UTARA","KAB. MANDAILING NATAL","PUNCAK SORIK MARAPI","12","02","034"
"SUMATERA UTARA","KAB. MANDAILING NATAL","RANTO BAEK","12","02","022"
"SUMATERA UTARA","KAB. MANDAILING NATAL","SIABU","12","02","080"
"SUMATERA UTARA","KAB. MANDAILING NATAL","SINUNUKAN","12","02","011"
"SUMATERA UTARA","KAB. MANDAILING NATAL","TAMBANGAN","12","02","032"
"SUMATERA UTARA","KAB. MANDAILING NATAL","ULU PUNGKUT","12","02","031"
"SUMATERA UTARA","KAB. TAPANULI SELATAN","AEK BILAH","12","03","161"
"SUMATERA UTARA","KAB. TAPANULI SELATAN","ANGKOLA  BARAT","12","03","090"
"SUMATERA UTARA","KAB. TAPANULI SELATAN","ANGKOLA MUARA TAIS","12","03","013"
"SUMATERA UTARA","KAB. TAPANULI SELATAN","ANGKOLA SANGKUNUR","12","03","091"
"SUMATERA UTARA","KAB. TAPANULI SELATAN","ANGKOLA SELATAN","12","03","080"
"SUMATERA UTARA","KAB. TAPANULI SELATAN","ANGKOLA TIMUR","12","03","070"
"SUMATERA UTARA","KAB. TAPANULI SELATAN","ARSE","12","03","120"
"SUMATERA UTARA","KAB. TAPANULI SELATAN","BATANG ANGKOLA","12","03","010"
"SUMATERA UTARA","KAB. TAPANULI SELATAN","BATANG TORU","12","03","100"
"SUMATERA UTARA","KAB. TAPANULI SELATAN","MARANCAR","12","03","101"
"SUMATERA UTARA","KAB. TAPANULI SELATAN","MUARA BATANG TORU","12","03","102"
"SUMATERA UTARA","KAB. TAPANULI SELATAN","SAIPAR DOLOK HOLE","12","03","160"
"SUMATERA UTARA","KAB. TAPANULI SELATAN","SAYUR MATINGGI","12","03","011"
"SUMATERA UTARA","KAB. TAPANULI SELATAN","SIPIROK","12","03","110"
"SUMATERA UTARA","KAB. TAPANULI SELATAN","TANO TOMBANGAN ANGKOLA","12","03","012"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","ANDAM DEWI","12","04","072"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","BADIRI","12","04","011"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","BARUS","12","04","070"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","BARUS UTARA","12","04","073"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","KOLANG","12","04","050"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","LUMUT","12","04","021"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","MANDUAMAS","12","04","080"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","PANDAN","12","04","030"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","PASARIBU TOBING","12","04","062"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","PINANG SORI","12","04","010"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","SARUDIK","12","04","032"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","SIBABANGUN","12","04","020"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","SIRANDORUNG","12","04","081"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","SITAHUIS","12","04","041"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","SORKAM","12","04","060"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","SORKAM BARAT","12","04","061"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","SOSOR GADONG","12","04","071"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","SUKABANGUN","12","04","022"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","TAPIAN NAULI","12","04","040"
"SUMATERA UTARA","KAB. TAPANULI TENGAH","TUKKA","12","04","031"
"SUMATERA UTARA","KAB. TAPANULI UTARA","ADIANKOTING","12","05","040"
"SUMATERA UTARA","KAB. TAPANULI UTARA","GAROGA","12","05","100"
"SUMATERA UTARA","KAB. TAPANULI UTARA","MUARA","12","05","180"
"SUMATERA UTARA","KAB. TAPANULI UTARA","PAGARAN","12","05","130"
"SUMATERA UTARA","KAB. TAPANULI UTARA","PAHAE JAE","12","05","080"
"SUMATERA UTARA","KAB. TAPANULI UTARA","PAHAE JULU","12","05","070"
"SUMATERA UTARA","KAB. TAPANULI UTARA","PANGARIBUAN","12","05","090"
"SUMATERA UTARA","KAB. TAPANULI UTARA","PARMONANGAN","12","05","030"
"SUMATERA UTARA","KAB. TAPANULI UTARA","PURBATUA","12","05","081"
"SUMATERA UTARA","KAB. TAPANULI UTARA","SIATAS BARITA","12","05","061"
"SUMATERA UTARA","KAB. TAPANULI UTARA","SIBORONGBORONG","12","05","120"
"SUMATERA UTARA","KAB. TAPANULI UTARA","SIMANGUMBAN","12","05","082"
"SUMATERA UTARA","KAB. TAPANULI UTARA","SIPAHUTAR","12","05","110"
"SUMATERA UTARA","KAB. TAPANULI UTARA","SIPOHOLON","12","05","050"
"SUMATERA UTARA","KAB. TAPANULI UTARA","TARUTUNG","12","05","060"
"SUMATERA UTARA","KAB. TOBA","AJIBATA","12","06","082"
"SUMATERA UTARA","KAB. TOBA","BALIGE","12","06","030"
"SUMATERA UTARA","KAB. TOBA","BONATUA LUNASI","12","06","083"
